371,161,9
161,371,9
372,1379,27
1379,372,27
373,1099,57
1099,373,57
374,1645,12
1645,374,12
375,525,21
525,375,21
376,1519,3
1519,376,3
377,35,30
35,377,30
378,868,6
868,378,6
379,427,15
427,379,15
380,154,9
154,380,9
381,693,18
693,381,18
382,1379,6
1379,382,6
383,469,84
469,383,84
384,686,81
686,384,81
385,833,24
833,385,24
386,203,42
203,386,42
387,455,48
455,387,48
388,1498,27
1498,388,27
389,896,60
896,389,60
390,1666,27
1666,390,27
391,1799,60
1799,391,60
392,119,57
119,392,57
393,119,66
119,393,66
394,1561,24
1561,394,24
395,868,51
868,395,51
396,994,36
994,396,36
397,1141,9
1141,397,9
398,1470,21
1470,398,21
399,511,39
511,399,39
400,1358,84
1358,400,84
401,189,54
189,401,54
402,721,18
721,402,18
403,1652,45
1652,403,45
404,1225,54
1225,404,54
405,1134,9
1134,405,9
406,1393,72
1393,406,72
407,210,78
210,407,78
408,980,21
980,408,21
409,826,84
826,409,84
410,1624,75
1624,410,75
411,742,12
742,411,12
412,742,66
742,412,66
413,854,15
854,413,15
414,238,72
238,414,72
415,1470,51
1470,415,51
416,441,57
441,416,57
417,168,84
168,417,84
418,686,81
686,418,81
419,665,33
665,419,33
420,1519,36
1519,420,36
421,1694,18
1694,421,18
422,455,39
455,422,39
423,196,66
196,423,66
424,882,66
882,424,66
425,574,57
574,425,57
426,1344,6
1344,426,6
427,336,24
336,427,24
428,1792,15
1792,428,15
429,1141,15
1141,429,15
430,1330,45
1330,430,45
431,1743,24
1743,431,24
432,1379,39
1379,432,39
433,938,75
938,433,75
434,63,45
63,434,45
435,1316,33
1316,435,33
436,77,78
77,436,78
437,1,18
1,437,18
438,1,75
1,438,75
439,455,57
455,439,57
440,630,21
630,440,21
441,560,72
560,441,72
442,1225,15
1225,442,15
443,245,6
245,443,6
444,1666,3
1666,444,3
445,371,57
371,445,57
446,693,36
693,446,36
447,735,51
735,447,51
448,560,30
560,448,30
449,14,57
14,449,57
450,1120,24
1120,450,24
451,189,24
189,451,24
452,378,3
378,452,3
453,462,33
462,453,33
454,350,63
350,454,63
455,1225,57
1225,455,57
456,462,30
462,456,30
457,49,51
49,457,51
458,616,36
616,458,36
459,210,21
210,459,21
460,1190,15
1190,460,15
461,1302,21
1302,461,21
462,1442,51
1442,462,51
463,168,33
168,463,33
464,917,33
917,464,33
465,1540,42
1540,465,42
466,1484,39
1484,466,39
467,560,27
560,467,27
468,812,18
812,468,18
469,1568,3
1568,469,3
470,1491,6
1491,470,6
471,1281,72
1281,471,72
472,721,60
721,472,60
473,1764,9
1764,473,9
474,301,42
301,474,42
475,693,66
693,475,66
476,840,75
840,476,75
477,1204,42
1204,477,42
478,217,30
217,478,30
479,1113,12
1113,479,12
480,1743,3
1743,480,3
481,441,24
441,481,24
482,1281,12
1281,482,12
483,1547,54
1547,483,54
484,21,33
21,484,33
485,1750,12
1750,485,12
486,1603,12
1603,486,12
487,1785,12
1785,487,12
488,1113,45
1113,488,45
489,770,75
770,489,75
490,707,6
707,490,6
491,1295,12
1295,491,12
492,693,36
693,492,36
493,679,18
679,493,18
494,392,3
392,494,3
495,1764,9
1764,495,9
496,749,81
749,496,81
497,532,75
532,497,75
498,441,75
441,498,75
499,588,12
588,499,12
500,1799,27
1799,500,27
501,392,6
392,501,6
502,1365,78
1365,502,78
503,749,3
749,503,3
504,1806,21
1806,504,21
505,1477,21
1477,505,21
506,910,81
910,506,81
507,371,36
371,507,36
508,497,33
497,508,33
509,301,63
301,509,63
510,1561,66
1561,510,66
511,798,81
798,511,81
512,1575,21
1575,512,21
513,882,75
882,513,75
514,1561,63
1561,514,63
515,945,69
945,515,69
516,1610,66
1610,516,66
517,644,78
644,517,78
518,35,6
35,518,6
519,616,15
616,519,15
520,1589,42
1589,520,42
521,1701,9
1701,521,9
522,1183,15
1183,522,15
523,630,36
630,523,36
524,588,24
588,524,24
525,364,66
364,525,66
526,1659,30
1659,526,30
527,1561,42
1561,527,42
528,1617,33
1617,528,33
529,1512,60
1512,529,60
530,840,21
840,530,21
531,161,6
161,531,6
532,49,24
49,532,24
533,938,15
938,533,15
534,1001,18
1001,534,18
535,1330,78
1330,535,78
536,98,21
98,536,21
537,210,18
210,537,18
538,1274,75
1274,538,75
539,868,30
868,539,30
540,1603,3
1603,540,3
541,1281,45
1281,541,45
542,1575,42
1575,542,42
543,1197,33
1197,543,33
544,1141,6
1141,544,6
545,154,48
154,545,48
546,1351,33
1351,546,33
547,518,15
518,547,15
548,385,60
385,548,60
549,875,6
875,549,6
550,560,54
560,550,54
551,1134,3
1134,551,3
552,273,30
273,552,30
553,595,36
595,553,36
554,539,9
539,554,9
555,28,72
28,555,72
556,938,57
938,556,57
557,182,9
182,557,9
558,560,69
560,558,69
559,1498,66
1498,559,66
560,1652,9
1652,560,9
561,154,39
154,561,39
562,1575,30
1575,562,30
563,1274,45
1274,563,45
564,637,66
637,564,66
565,791,81
791,565,81
566,1379,69
1379,566,69
567,28,72
28,567,72
568,378,57
378,568,57
569,1512,6
1512,569,6
570,1218,72
1218,570,72
571,854,57
854,571,57
572,91,75
91,572,75
573,1260,36
1260,573,36
574,581,66
581,574,66
575,1106,30
1106,575,30
576,672,81
672,576,81
577,525,24
525,577,24
578,1645,9
1645,578,9
579,1162,21
1162,579,21
580,1330,51
1330,580,51
581,1785,6
1785,581,6
582,1645,9
1645,582,9
583,637,69
637,583,69
584,609,51
609,584,51
585,119,27
119,585,27
586,525,27
525,586,27
587,952,72
952,587,72
588,1624,3
1624,588,3
589,861,81
861,589,81
590,1799,33
1799,590,33
591,1267,24
1267,591,24
592,805,42
805,592,42
593,1064,63
1064,593,63
594,301,30
301,594,30
595,889,81
889,595,81
596,959,63
959,596,63
597,1799,27
1799,597,27
598,1232,18
1232,598,18
599,1190,12
1190,599,12
600,112,27
112,600,27
601,1617,15
1617,601,15
602,1393,6
1393,602,6
603,910,12
910,603,12
604,1617,7
1617,604,7
605,1022,66
1022,605,66
606,742,27
742,606,27
607,728,30
728,607,30
608,434,15
434,608,15
609,238,24
238,609,24
610,392,54
392,610,54
611,1309,24
1309,611,24
612,1344,75
1344,612,75
613,616,6
616,613,6
614,1498,84
1498,614,84
615,1722,6
1722,615,6
616,161,72
161,616,72
617,21,78
21,617,78
618,1512,6
1512,618,6
619,1225,15
1225,619,15
620,1694,36
1694,620,36
621,210,57
210,621,57
622,308,84
308,622,84
623,189,6
189,623,6
624,1246,51
1246,624,51
625,1554,9
1554,625,9
626,1757,45
1757,626,45
627,182,66
182,627,66
628,35,12
35,628,12
629,126,51
126,629,51
630,749,27
749,630,27
631,784,75
784,631,75
632,1029,33
1029,632,33
633,1239,60
1239,633,60
634,420,40
420,634,40
635,329,36
329,635,36
636,455,42
455,636,42
637,133,78
133,637,78
638,938,24
938,638,24
639,280,57
280,639,57
640,490,12
490,640,12
641,336,51
336,641,51
642,1036,66
1036,642,66
643,1470,57
1470,643,57
644,1757,3
1757,644,3
645,1589,69
1589,645,69
646,1204,6
1204,646,6
647,1519,72
1519,647,72
648,378,66
378,648,66
649,133,24
133,649,24
650,371,42
371,650,42
651,652,63
652,651,63
652,623,84
623,652,84
653,952,48
952,653,48
654,959,21
959,654,21
655,168,78
168,655,78
656,1722,60
1722,656,60
657,1372,24
1372,657,24
658,567,63
567,658,63
659,560,81
560,659,81
660,1316,84
1316,660,84
661,266,81
266,661,81
662,273,57
273,662,57
663,322,78
322,663,78
664,1386,9
1386,664,9
665,238,15
238,665,15
666,371,21
371,666,21
667,679,15
679,667,15
668,49,57
49,668,57
669,1806,42
1806,669,42
670,63,60
63,670,60
671,973,33
973,671,33
672,1274,57
1274,672,57
673,1463,3
1463,673,3
674,1120,72
1120,674,72
675,1519,57
1519,675,57
676,476,18
476,676,18
677,1344,9
1344,677,9
678,630,72
630,678,72
679,1400,48
1400,679,48
680,1421,42
1421,680,42
681,1211,24
1211,681,24
682,1512,21
1512,682,21
683,875,63
875,683,63
684,105,69
105,684,69
685,1519,21
1519,685,21
686,1330,69
1330,686,69
687,1316,51
1316,687,51
688,343,15
343,688,15
689,1652,63
1652,689,63
690,868,12
868,690,12
691,798,51
798,691,51
692,1610,6
1610,692,6
693,595,27
595,693,27
694,378,27
378,694,27
695,1036,6
1036,695,6
696,483,72
483,696,72
697,1183,60
1183,697,60
698,1666,15
1666,698,15
699,651,81
651,699,81
700,1379,48
1379,700,48
701,1330,84
1330,701,84
702,1708,15
1708,702,15
703,378,78
378,703,78
704,1624,57
1624,704,57
705,840,24
840,705,24
706,1659,48
1659,706,48
707,525,6
525,707,6
708,1477,6
1477,708,6
709,616,48
616,709,48
710,1463,30
1463,710,30
711,490,72
490,711,72
712,266,18
266,712,18
713,658,9
658,713,9
714,1204,48
1204,714,48
715,1750,3
1750,715,3
716,21,15
21,716,15
717,1582,9
1582,717,9
718,427,6
427,718,6
719,105,42
105,719,42
720,301,54
301,720,54
721,126,72
126,721,72
722,315,72
315,722,72
723,259,21
259,723,21
724,1316,27
1316,724,27
725,1134,18
1134,725,18
726,1239,63
1239,726,63
727,1386,6
1386,727,6
728,1050,54
1050,728,54
729,1505,78
1505,729,78
730,105,57
105,730,57
731,1211,42
1211,731,42
732,1568,36
1568,732,36
733,1120,60
1120,733,60
734,1064,6
1064,734,6
735,959,18
959,735,18
736,1589,57
1589,736,57
737,1757,54
1757,737,54
738,1421,48
1421,738,48
739,574,66
574,739,66
740,623,3
623,740,3
741,952,84
952,741,84
742,518,84
518,742,84
743,1603,3
1603,743,3
744,560,81
560,744,81
745,266,57
266,745,57
746,1428,6
1428,746,6
747,665,18
665,747,18
748,1659,6
1659,748,6
749,175,30
175,749,30
750,490,21
490,750,21
751,1505,81
1505,751,81
752,1365,60
1365,752,60
753,784,33
784,753,33
754,231,84
231,754,84
755,1757,12
1757,755,12
756,1498,57
1498,756,57
757,1701,78
1701,757,78
758,567,39
567,758,39
759,609,60
609,759,60
760,1379,63
1379,760,63
761,693,48
693,761,48
762,1183,21
1183,762,21
763,42,3
42,763,3
764,609,42
609,764,42
765,1540,6
1540,765,6
766,1533,27
1533,766,27
767,672,6
672,767,6
768,1232,69
1232,768,69
769,1386,45
1386,769,45
770,1806,39
1806,770,39
771,567,27
567,771,27
772,665,18
665,772,18
773,441,75
441,773,75
774,1498,60
1498,774,60
775,1652,63
1652,775,63
776,1491,39
1491,776,39
777,1043,57
1043,777,57
778,1099,42
1099,778,42
779,1295,69
1295,779,69
780,427,84
427,780,84
781,238,84
238,781,84
782,1344,18
1344,782,18
783,133,15
133,783,15
784,1631,24
1631,784,24
785,735,75
735,785,75
786,266,54
266,786,54
787,399,78
399,787,78
788,1568,84
1568,788,84
789,1694,3
1694,789,3
790,1785,57
1785,790,57
791,1610,15
1610,791,15
792,1554,51
1554,792,51
793,868,72
868,793,72
794,1512,6
1512,794,6
795,1764,78
1764,795,78
796,98,60
98,796,60
797,343,30
343,797,30
798,1379,45
1379,798,45
799,728,24
728,799,24
800,1806,69
1806,800,69
801,1022,27
1022,801,27
802,357,57
357,802,57
803,1771,9
1771,803,9
804,952,39
952,804,39
805,1421,15
1421,805,15
806,812,3
812,806,3
807,1792,15
1792,807,15
808,1442,84
1442,808,84
809,742,36
742,809,36
810,973,60
973,810,60
811,1631,57
1631,811,57
812,665,57
665,812,57
813,203,57
203,813,57
814,1743,15
1743,814,15
815,168,21
168,815,21
816,651,12
651,816,12
817,1134,66
1134,817,66
818,735,75
735,818,75
819,658,39
658,819,39
820,714,27
714,820,27
821,546,36
546,821,36
822,1617,69
1617,822,69
823,1393,57
1393,823,57
824,875,57
875,824,57
825,1736,15
1736,825,15
826,700,60
700,826,60
827,791,15
791,827,15
828,1806,33
1806,828,33
829,728,33
728,829,33
830,1337,3
1337,830,3
831,959,18
959,831,18
832,126,6
126,832,6
833,1106,36
1106,833,36
834,1526,6
1526,834,6
835,35,63
35,835,63
836,1372,66
1372,836,66
837,1190,27
1190,837,27
838,168,18
168,838,18
839,1582,39
1582,839,39
840,203,33
203,840,33
841,805,12
805,841,12
842,973,72
973,842,72
843,1309,21
1309,843,21
844,210,48
210,844,48
845,126,63
126,845,63
846,1127,63
1127,846,63
847,1302,60
1302,847,60
848,1211,6
1211,848,6
849,1323,75
1323,849,75
850,903,84
903,850,84
851,238,63
238,851,63
852,203,39
203,852,39
853,707,6
707,853,6
854,217,45
217,854,45
855,1,84
1,855,84
856,245,78
245,856,78
857,539,39
539,857,39
858,1442,12
1442,858,12
859,1141,57
1141,859,57
860,1680,51
1680,860,51
861,1239,57
1239,861,57
862,707,78
707,862,78
863,1351,9
1351,863,9
864,1701,66
1701,864,66
865,1274,42
1274,865,42
866,861,6
861,866,6
867,1316,12
1316,867,12
868,651,66
651,868,66
869,1078,9
1078,869,9
870,637,18
637,870,18
871,1575,45
1575,871,45
872,819,6
819,872,6
873,1218,81
1218,873,81
874,1036,42
1036,874,42
875,1589,18
1589,875,18
876,1575,57
1575,876,57
877,1323,66
1323,877,66
878,1736,21
1736,878,21
879,1218,57
1218,879,57
880,434,81
434,880,81
881,1015,48
1015,881,48
882,49,60
49,882,60
883,581,57
581,883,57
884,469,12
469,884,12
885,1778,75
1778,885,75
886,777,78
777,886,78
887,1575,18
1575,887,18
888,1393,39
1393,888,39
889,1428,36
1428,889,36
890,315,84
315,890,84
891,1099,84
1099,891,84
892,1106,48
1106,892,48
893,847,18
847,893,18
894,630,54
630,894,54
895,294,39
294,895,39
896,728,60
728,896,60
897,742,30
742,897,30
898,1372,15
1372,898,15
899,1820,21
1820,899,21
900,1344,84
1344,900,84
901,1001,24
1001,901,24
902,441,30
441,902,30
903,728,12
728,903,12
904,651,72
651,904,72
905,1743,36
1743,905,36
906,294,48
294,906,48
907,1267,9
1267,907,9
908,1589,21
1589,908,21
909,798,66
798,909,66
910,1736,45
1736,910,45
911,812,24
812,911,24
912,672,18
672,912,18
913,588,45
588,913,45
914,686,36
686,914,36
915,427,6
427,915,6
916,1722,48
1722,916,48
917,945,33
945,917,33
918,1260,15
1260,918,15
919,1498,9
1498,919,9
920,966,15
966,920,15
921,1043,21
1043,921,21
922,1001,54
1001,922,54
923,210,69
210,923,69
924,1680,45
1680,924,45
925,308,42
308,925,42
926,1176,57
1176,926,57
927,441,81
441,927,81
928,1680,33
1680,928,33
929,1813,3
1813,929,3
930,1,12
1,930,12
931,28,78
28,931,78
932,735,42
735,932,42
933,1687,48
1687,933,48
934,1470,81
1470,934,81
935,413,42
413,935,42
936,294,66
294,936,66
937,1379,78
1379,937,78
938,896,72
896,938,72
939,399,60
399,939,60
940,119,36
119,940,36
941,252,81
252,941,81
942,553,36
553,942,36
943,413,9
413,943,9
944,490,15
490,944,15
945,980,21
980,945,21
946,1106,18
1106,946,18
947,161,42
161,947,42
948,1561,48
1561,948,48
949,238,45
238,949,45
950,581,45
581,950,45
951,1652,75
1652,951,75
952,91,9
91,952,9
953,1519,33
1519,953,33
954,917,21
917,954,21
955,1015,39
1015,955,39
956,126,45
126,956,45
957,826,39
826,957,39
958,1491,54
1491,958,54
959,952,48
952,959,48
960,581,66
581,960,66
961,1470,51
1470,961,51
962,1008,54
1008,962,54
963,490,60
490,963,60
964,371,81
371,964,81
965,1,48
1,965,48
966,1561,15
1561,966,15
967,1799,45
1799,967,45
968,378,60
378,968,60
969,1547,42
1547,969,42
970,1589,18
1589,970,18
971,1820,54
1820,971,54
972,1302,39
1302,972,39
973,1568,6
1568,973,6
974,826,81
826,974,81
975,1757,84
1757,975,84
976,1232,78
1232,976,78
977,1533,27
1533,977,27
978,770,81
770,978,81
979,1813,48
1813,979,48
980,1421,18
1421,980,18
981,1722,66
1722,981,66
982,959,24
959,982,24
983,1456,36
1456,983,36
984,1281,36
1281,984,36
985,504,78
504,985,78
986,693,33
693,986,33
987,224,12
224,987,12
988,875,42
875,988,42
989,1141,63
1141,989,63
990,1260,57
1260,990,57
991,441,9
441,991,9
992,1134,66
1134,992,66
993,980,30
980,993,30
994,301,12
301,994,12
995,1638,6
1638,995,6
996,371,63
371,996,63
997,1358,78
1358,997,78
998,175,6
175,998,6
999,1785,45
1785,999,45
1000,896,72
896,1000,72
1001,189,78
189,1001,78
1002,266,42
266,1002,42
1003,924,39
924,1003,39
1004,966,30
966,1004,30
1005,364,75
364,1005,75
1006,322,30
322,1006,30
1007,1687,45
1687,1007,45
1008,1631,84
1631,1008,84
1009,1169,27
1169,1009,27
1010,1575,15
1575,1010,15
1011,1274,33
1274,1011,33
1012,343,6
343,1012,6
1013,1344,75
1344,1013,75
1014,105,45
105,1014,45
1015,1016,24
1016,1015,24
1016,1218,3
1218,1016,3
1017,1141,30
1141,1017,30
1018,777,15
777,1018,15
1019,1001,6
1001,1019,6
1020,266,15
266,1020,15
1021,1421,51
1421,1021,51
1022,1624,60
1624,1022,60
1023,952,6
952,1023,6
1024,1120,6
1120,1024,6
1025,1603,3
1603,1025,3
1026,315,27
315,1026,27
1027,329,27
329,1027,27
1028,672,15
672,1028,15
1029,1806,45
1806,1029,45
1030,1232,12
1232,1030,12
1031,1155,21
1155,1031,21
1032,819,33
819,1032,33
1033,1176,72
1176,1033,72
1034,1323,66
1323,1034,66
1035,161,63
161,1035,63
1036,1806,24
1806,1036,24
1037,1169,45
1169,1037,45
1038,1512,21
1512,1038,21
1039,931,60
931,1039,60
1040,434,66
434,1040,66
1041,455,63
455,1041,63
1042,987,24
987,1042,24
1043,1393,27
1393,1043,27
1044,1757,9
1757,1044,9
1045,763,54
763,1045,54
1046,1442,60
1442,1046,60
1047,756,39
756,1047,39
1048,777,3
777,1048,3
1049,287,78
287,1049,78
1050,1218,24
1218,1050,24
1051,1043,81
1043,1051,81
1052,1722,18
1722,1052,18
1053,21,84
21,1053,84
1054,1043,84
1043,1054,84
1055,1029,12
1029,1055,12
1056,35,9
35,1056,9
1057,1750,60
1750,1057,60
1058,224,39
224,1058,39
1059,91,78
91,1059,78
1060,574,69
574,1060,69
1061,245,63
245,1061,63
1062,924,42
924,1062,42
1063,1281,48
1281,1063,48
1064,574,81
574,1064,81
1065,1442,9
1442,1065,9
1066,35,45
35,1066,45
1067,980,27
980,1067,27
1068,35,48
35,1068,48
1069,805,12
805,1069,12
1070,1344,69
1344,1070,69
1071,1211,3
